"ID","LANGUAGE","ENGLISH","FORM","COMMENTS","SOURCE"
"Heggarty-2005-150-100","Ayacucho","green","qumiř","Huancavelica only","Parker 1969"
"Heggarty-2005-150-100","Bobonaza","green","birdi","","Orr and Wrisley 1981"
"Heggarty-2005-150-100","Cacra-Hongos","green","","","Shimelman 2017"
"Heggarty-2005-150-100","Chachapoyas","green","chikyaj","","Taylor 2006"
"Heggarty-2005-150-100","Chacpar","green","verde","","Heggarty 2005"
"Heggarty-2005-150-100","Chetilla","green","čiγyax","","Heggarty 2005"
"Heggarty-2005-150-100","Chipaya","green","č'ojña","","Heggarty 2005"
"Heggarty-2005-150-100","Curva","green","q'umir","","Heggarty 2005"
"Heggarty-2005-150-100","Cuzco","green","q'umir","","Heggarty 2005"
"Heggarty-2005-150-100","CuzquenoAntiguo","green","","","Holguín 1608"
"Heggarty-2005-150-100","Huallaga","green","verde","","Heggarty 2005"
"Heggarty-2005-150-100","Huanca","green","birdi","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-100","Huancane","green","č'uχña","","Heggarty 2005"
"Heggarty-2005-150-100","Huangascar","green","","","Shimelman 2017"
"Heggarty-2005-150-100","HuarazHuailas","green","beri",,"Parker and Chávez 1976"
"Heggarty-2005-150-100","Imbabura","green","birdi","","Gómez 2009"
"Heggarty-2005-150-100","Inkawasi","green","čiχyaχ","","Heggarty 2005"
"Heggarty-2005-150-100","Iruhito","green","","","Cerrón-Palomino 2016"
"Heggarty-2005-150-100","Jaqaru","green","verde"," (wirdi)","Heggarty 2005"
"Heggarty-2005-150-100","Kawki","green","čikya","","Heggarty 2005"
"Heggarty-2005-150-100","Lamas","green","chikjak","","Taylor 2006"
"Heggarty-2005-150-100","Laraos","green","verde","","Heggarty 2005"
"Heggarty-2005-150-100","Lincha-Tana","green","","","Shimelman 2017"
"Heggarty-2005-150-100","Maragua","green","q'umir","","Heggarty 2005"
"Heggarty-2005-150-100","Napo","green","birdi","","Orr and Wrisley 1981"
"Heggarty-2005-150-100","Pacaraos","green","berdi","esp","Adelaar 1982"
"Heggarty-2005-150-100","Pastaza","green","quillu","","Landerman 1973"
"Heggarty-2005-150-100","Pocona","green","q'umir","","Heggarty 2005"
"Heggarty-2005-150-100","Puki","green","č'uχña","","Heggarty 2005"
"Heggarty-2005-150-100","Puno","green","q'umir","","Heggarty 2005"
"Heggarty-2005-150-100","Putumayo","green","","solo de arbol: chahua","Tandioy et al. 1978"
"Heggarty-2005-150-100","Raimondi","green","berdi",,"Parker and Chávez 1976"
"Heggarty-2005-150-100","SanPedro","green","","","Shimelman 2017"
"Heggarty-2005-150-100","Santiagueno","green","qomer","","Juanatey (fieldwork)"
"Heggarty-2005-150-100","SantoTomas","green","ococya","","Santo Tomás 1951"
"Heggarty-2005-150-100","Serena","green","verde","","Heggarty 2005"
"Heggarty-2005-150-100","Sullkatiti","green","č'uχña","","Heggarty 2005"
"Heggarty-2005-150-100","Taquile","green","q'umir","","Heggarty 2005"
"Heggarty-2005-150-100","Tarma","green","","","Adelaar 1977"
"Heggarty-2005-150-100","Troje","green","verde","","Heggarty 2005"
"Heggarty-2005-150-100","Tsimu","green","","","Cerrón-Palomino 2016"
"Heggarty-2005-150-100","Wari","green","cheqlla",,"Parker and Chávez 1976"
"Heggarty-2005-150-100","Yanac","green","tsiqyaq","","Heggarty 2005"
"Heggarty-2005-150-101","Anonimo","yellow","quello, carhua ","","Valera 1586"
"Heggarty-2005-150-101","Apuri","yellow","qarwa","","Shimelman 2017"
"Heggarty-2005-150-101","Apurimac","yellow","paru","","Gutiérrez et al. 2007"
"Heggarty-2005-150-101","Arma","yellow","qillu","","Gálvez Astorayme 2003"
"Heggarty-2005-150-101","Atalla","yellow","χiλu","","Heggarty 2005"
"Heggarty-2005-150-101","Ayacucho","yellow","qellu","","Soto Ruiz 1976"
"Heggarty-2005-150-101","Bobonaza","yellow","quillu","","Orr and Wrisley 1981"
"Heggarty-2005-150-101","Cacra-Hongos","yellow","qarwa","","Shimelman 2017"
"Heggarty-2005-150-101","Chachapoyas","yellow","killu","","Taylor 2006"
"Heggarty-2005-150-101","Chacpar","yellow","ġaλwa.š","","Heggarty 2005"
"Heggarty-2005-150-101","Chetilla","yellow","qarwa","","Heggarty 2005"
"Heggarty-2005-150-101","Chipaya","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Curva","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Cuzco","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","CuzquenoAntiguo","yellow","qqello, ccarhua ","","Holguín 1608"
"Heggarty-2005-150-101","Huallaga","yellow","qarwa.š","","Heggarty 2005"
"Heggarty-2005-150-101","Huanca","yellow","alwa, halwa","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-101","Huanca","yellow","tunʔuŝ","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-101","Huancane","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Huangascar","yellow","qarwa","","Shimelman 2017"
"Heggarty-2005-150-101","HuarazHuailas","yellow","qarwash",,"Parker and Chávez 1976"
"Heggarty-2005-150-101","Imbabura","yellow","killu","","Gómez 2009"
"Heggarty-2005-150-101","Inkawasi","yellow","χarwa","","Heggarty 2005"
"Heggarty-2005-150-101","Iruhito","yellow","k’élyu","","Cerrón-Palomino 2016"
"Heggarty-2005-150-101","Jaqaru","yellow","tyuyu","","Heggarty 2005"
"Heggarty-2005-150-101","Kawki","yellow","qar.wa","","Heggarty 2005"
"Heggarty-2005-150-101","Lamas","yellow","killu","","Taylor 2006"
"Heggarty-2005-150-101","Laraos","yellow","qarwa.š","","Heggarty 2005"
"Heggarty-2005-150-101","Lincha-Tana","yellow","qarwa","","Shimelman 2017"
"Heggarty-2005-150-101","Maragua","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Napo","yellow","quillu","","Orr and Wrisley 1981"
"Heggarty-2005-150-101","Pacaraos","yellow","qarwa","","Adelaar 1982"
"Heggarty-2005-150-101","Pastaza","yellow","quillu","","Landerman 1973"
"Heggarty-2005-150-101","Pocona","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Puki","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Puno","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Putumayo","yellow","quillu","","Tandioy et al. 1978"
"Heggarty-2005-150-101","Raimondi","yellow","qarwash",,"Parker and Chávez 1976"
"Heggarty-2005-150-101","SanPedro","yellow","qarwa","","Shimelman 2017"
"Heggarty-2005-150-101","Santiagueno","yellow","qellu","","Juanatey (fieldwork)"
"Heggarty-2005-150-101","SantoTomas","yellow","quillo, quello","","Santo Tomás 1951"
"Heggarty-2005-150-101","Serena","yellow","kiλu","","Heggarty 2005"
"Heggarty-2005-150-101","Sullkatiti","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Taquile","yellow","q'iλu","","Heggarty 2005"
"Heggarty-2005-150-101","Tarma","yellow","tiri","SPC only","Adelaar 1977"
"Heggarty-2005-150-101","Troje","yellow","kižu","","Heggarty 2005"
"Heggarty-2005-150-101","Tsimu","yellow","pá:ku:","quechua, aymara","Cerrón-Palomino 2016"
"Heggarty-2005-150-101","Wari","yellow","qarwash",,"Parker and Chávez 1976"
"Heggarty-2005-150-101","Yanac","yellow","qarwa","","Heggarty 2005"
"Heggarty-2005-150-102","Anonimo","big","hatun","","Valera 1586"
"Heggarty-2005-150-102","Apuri","big","hatun","","Shimelman 2017"
"Heggarty-2005-150-102","Apurimac","big","hatun","","Gutiérrez et al. 2007"
"Heggarty-2005-150-102","Arma","big","hatun","","Gálvez Astorayme 2003"
"Heggarty-2005-150-102","Atalla","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Ayacucho","big","hatun","","Soto Ruiz 1976"
"Heggarty-2005-150-102","Bobonaza","big","jatun","","Orr and Wrisley 1981"
"Heggarty-2005-150-102","Cacra-Hongos","big","hatun","","Shimelman 2017"
"Heggarty-2005-150-102","Chachapoyas","big","atun","","Taylor 2006"
"Heggarty-2005-150-102","Chacpar","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Chetilla","big","atun","","Heggarty 2005"
"Heggarty-2005-150-102","Chipaya","big","mikta;","","Heggarty 2005"
"Heggarty-2005-150-102","Curva","big","athun","","Heggarty 2005"
"Heggarty-2005-150-102","Cuzco","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","CuzquenoAntiguo","big","hatun","","Holguín 1608"
"Heggarty-2005-150-102","Huallaga","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Huanca","big","hatun","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-102","Huanca","big","apu","[desusado]","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-102","Huancane","big","hač'a","","Heggarty 2005"
"Heggarty-2005-150-102","Huangascar","big","hatun","","Shimelman 2017"
"Heggarty-2005-150-102","HuarazHuailas","big","yashqa",,"Parker and Chávez 1976"
"Heggarty-2005-150-102","Imbabura","big","jatun","","Gómez 2009"
"Heggarty-2005-150-102","Inkawasi","big","atun","","Heggarty 2005"
"Heggarty-2005-150-102","Iruhito","big","tsákua","puquina","Cerrón-Palomino 2016"
"Heggarty-2005-150-102","Jaqaru","big","axts'a","","Heggarty 2005"
"Heggarty-2005-150-102","Kawki","big","asĉ'a","","Heggarty 2005"
"Heggarty-2005-150-102","Lamas","big","atun","","Taylor 2006"
"Heggarty-2005-150-102","Laraos","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Lincha-Tana","big","hatun","","Shimelman 2017"
"Heggarty-2005-150-102","Maragua","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Napo","big","jatun","","Orr and Wrisley 1981"
"Heggarty-2005-150-102","Pacaraos","big","hatun","","Adelaar 1982"
"Heggarty-2005-150-102","Pastaza","big","atun","","Landerman 1973"
"Heggarty-2005-150-102","Pocona","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Puki","big","hač'a","","Heggarty 2005"
"Heggarty-2005-150-102","Puno","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Putumayo","big","atun","","Tandioy et al. 1978"
"Heggarty-2005-150-102","Raimondi","big","",,"Parker and Chávez 1976"
"Heggarty-2005-150-102","SanPedro","big","hatun","","Shimelman 2017"
"Heggarty-2005-150-102","Santiagueno","big","atun","","Juanatey (fieldwork)"
"Heggarty-2005-150-102","SantoTomas","big","atun","","Santo Tomás 1996"
"Heggarty-2005-150-102","Serena","big","atun","","Heggarty 2005"
"Heggarty-2005-150-102","Sullkatiti","big","hač'a","","Heggarty 2005"
"Heggarty-2005-150-102","Taquile","big","athun","","Heggarty 2005"
"Heggarty-2005-150-102","Tarma","big","xatun̊","","Adelaar 1977"
"Heggarty-2005-150-102","Troje","big","hatun","","Heggarty 2005"
"Heggarty-2005-150-102","Tsimu","big","tánsa","aymara","Cerrón-Palomino 2016"
"Heggarty-2005-150-102","Wari","big","yashqa",,"Parker and Chávez 1976"
"Heggarty-2005-150-102","Yanac","big","atun","","Heggarty 2005"
"Heggarty-2005-150-103","Anonimo","high up","hanan, hanac","","Valera 1586"
"Heggarty-2005-150-103","Apuri","high up","hanay, witray","","Shimelman 2017"
"Heggarty-2005-150-103","Apurimac","high up","hanan","","Gutiérrez et al. 2007"
"Heggarty-2005-150-103","Arma","high up","hanay","","Gálvez Astorayme 2003"
"Heggarty-2005-150-103","Atalla","high up","hana.χ","","Heggarty 2005"
"Heggarty-2005-150-103","Ayacucho","high up","hanaq","","Soto Ruiz 1976"
"Heggarty-2005-150-103","Bobonaza","high up","jahua","","Orr and Wrisley 1981"
"Heggarty-2005-150-103","Cacra-Hongos","high up","hanay, witray","","Shimelman 2017"
"Heggarty-2005-150-103","Chachapoyas","high up","anaj","","Taylor 2006"
"Heggarty-2005-150-103","Chacpar","high up","hana","","Heggarty 2005"
"Heggarty-2005-150-103","Chetilla","high up","ana.χ","","Heggarty 2005"
"Heggarty-2005-150-103","Chipaya","high up","tsewku","","Heggarty 2005"
"Heggarty-2005-150-103","Curva","high up","hana.χ","","Heggarty 2005"
"Heggarty-2005-150-103","Cuzco","high up","wiča.y","","Heggarty 2005"
"Heggarty-2005-150-103","CuzquenoAntiguo","high up","hanan, hanak","","Holguín 1608"
"Heggarty-2005-150-103","Huallaga","high up","hana","","Heggarty 2005"
"Heggarty-2005-150-103","Huanca","high up","janay","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-103","Huancane","high up","ala.ya","","Heggarty 2005"
"Heggarty-2005-150-103","Huangascar","high up","hanay, witray","","Shimelman 2017"
"Heggarty-2005-150-103","HuarazHuailas","high up","hana",,"Parker and Chávez 1976"
"Heggarty-2005-150-103","Imbabura","high up","jatun","","Gómez 2009"
"Heggarty-2005-150-103","Inkawasi","high up","ana.χ","","Heggarty 2005"
"Heggarty-2005-150-103","Iruhito","high up","","","Cerrón-Palomino 2016"
"Heggarty-2005-150-103","Jaqaru","high up","ari.ya","","Heggarty 2005"
"Heggarty-2005-150-103","Kawki","high up","ari.ya","","Heggarty 2005"
"Heggarty-2005-150-103","Lamas","high up","anak","","Taylor 2006"
"Heggarty-2005-150-103","Laraos","high up","hana.y","","Heggarty 2005"
"Heggarty-2005-150-103","Lincha-Tana","high up","hanay, witray","","Shimelman 2017"
"Heggarty-2005-150-103","Maragua","high up","pata","","Heggarty 2005"
"Heggarty-2005-150-103","Napo","high up","jahua","","Orr and Wrisley 1981"
"Heggarty-2005-150-103","Pacaraos","high up","hana","","Adelaar 1982"
"Heggarty-2005-150-103","Pastaza","high up","awa","","Landerman 1973"
"Heggarty-2005-150-103","Pocona","high up","pata","","Heggarty 2005"
"Heggarty-2005-150-103","Puki","high up","ara.χa","","Heggarty 2005"
"Heggarty-2005-150-103","Puno","high up","wiča.y","","Heggarty 2005"
"Heggarty-2005-150-103","Putumayo","high up","ahuapi, huíchay","","Tandioy et al. 1978"
"Heggarty-2005-150-103","Raimondi","high up","hana",,"Parker and Chávez 1976"
"Heggarty-2005-150-103","SanPedro","high up","hanay, witray","","Shimelman 2017"
"Heggarty-2005-150-103","Santiagueno","high up","anaq","","Juanatey (fieldwork)"
"Heggarty-2005-150-103","SantoTomas","high up","hananc","","Santo Tomás 1951"
"Heggarty-2005-150-103","Serena","high up","ana.k","","Heggarty 2005"
"Heggarty-2005-150-103","Sullkatiti","high up","ala.ya, .χa","","Heggarty 2005"
"Heggarty-2005-150-103","Taquile","high up","hana.χ","","Heggarty 2005"
"Heggarty-2005-150-103","Tarma","high up","xana","","Adelaar 1977"
"Heggarty-2005-150-103","Troje","high up","hana.x","","Heggarty 2005"
"Heggarty-2005-150-103","Tsimu","high up","","","Cerrón-Palomino 2016"
"Heggarty-2005-150-103","Wari","high up","hana",,"Parker and Chávez 1976"
"Heggarty-2005-150-103","Yanac","high up","uma","","Heggarty 2005"
"Heggarty-2005-150-104","Anonimo","small","huchuy, huchuylla","","Valera 1586"
"Heggarty-2005-150-104","Apuri","small","taksa","","Shimelman 2017"
"Heggarty-2005-150-104","Apuri","small","uchuk","","Shimelman 2017"
"Heggarty-2005-150-104","Apuri","small","uchuklla","","Shimelman 2017"
"Heggarty-2005-150-104","Apurimac","small","chiki, chinki, chinli","","Gutiérrez et al. 2007"
"Heggarty-2005-150-104","Apurimac","small","huchuy, uchuy","","Gutiérrez et al. 2007"
"Heggarty-2005-150-104","Apurimac","small","taksa","","Gutiérrez et al. 2007"
"Heggarty-2005-150-104","Arma","small","taksa, uchuy","","Gálvez Astorayme 2003"
"Heggarty-2005-150-104","Atalla","small","taksa","","Heggarty 2005"
"Heggarty-2005-150-104","Ayacucho","small","taksa, uchuy","","Soto Ruiz 1976"
"Heggarty-2005-150-104","Bobonaza","small","ichilla","","Orr and Wrisley 1981"
"Heggarty-2005-150-104","Cacra-Hongos","small","taksa","","Shimelman 2017"
"Heggarty-2005-150-104","Cacra-Hongos","small","uchuk","","Shimelman 2017"
"Heggarty-2005-150-104","Cacra-Hongos","small","uchuklla","","Shimelman 2017"
"Heggarty-2005-150-104","Chachapoyas","small","uchuaykka","","Taylor 2006"
"Heggarty-2005-150-104","Chacpar","small","ičik","","Heggarty 2005"
"Heggarty-2005-150-104","Chetilla","small","takša","","Heggarty 2005"
"Heggarty-2005-150-104","Chipaya","small","zqolta","","Heggarty 2005"
"Heggarty-2005-150-104","Curva","small","huč'uy","","Heggarty 2005"
"Heggarty-2005-150-104","Cuzco","small","huč'uy","","Heggarty 2005"
"Heggarty-2005-150-104","CuzquenoAntiguo","small","huchuy","","Holguín 1608"
"Heggarty-2005-150-104","Huallaga","small","ičik","","Heggarty 2005"
"Heggarty-2005-150-104","Huanca","small","utʃuk","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-104","Huanca","small","ta:kŝa","","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-104","Huanca","small","akapa","(menudo)","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-104","Huanca","small","uru","(en animados)","Cerrón-Palomino et al. 2018"
"Heggarty-2005-150-104","Huancane","small","hisk'a","","Heggarty 2005"
"Heggarty-2005-150-104","Huangascar","small","taksa","","Shimelman 2017"
"Heggarty-2005-150-104","Huangascar","small","uchuk","","Shimelman 2017"
"Heggarty-2005-150-104","Huangascar","small","uchuklla","","Shimelman 2017"
"Heggarty-2005-150-104","HuarazHuailas","small","taksha",,"Parker and Chávez 1976"
"Heggarty-2005-150-104","Imbabura","small","uchilla","","Gómez 2009"
"Heggarty-2005-150-104","Inkawasi","small","takša","","Heggarty 2005"
"Heggarty-2005-150-104","Iruhito","small","u:tšó:ñi","","Cerrón-Palomino 2016"
"Heggarty-2005-150-104","Jaqaru","small","utyitya, uxtyitya","","Heggarty 2005"
"Heggarty-2005-150-104","Kawki","small","ityitya","","Heggarty 2005"
"Heggarty-2005-150-104","Lamas","small","taksha","","Taylor 2006"
"Heggarty-2005-150-104","Laraos","small","učuy","","Heggarty 2005"
"Heggarty-2005-150-104","Lincha-Tana","small","taksa","","Shimelman 2017"
"Heggarty-2005-150-104","Lincha-Tana","small","uchuk","","Shimelman 2017"
"Heggarty-2005-150-104","Lincha-Tana","small","uchuklla","","Shimelman 2017"
"Heggarty-2005-150-104","Maragua","small","huč'uy","","Heggarty 2005"
"Heggarty-2005-150-104","Napo","small","ichilla","","Orr and Wrisley 1981"
"Heggarty-2005-150-104","Pacaraos","small","uchuk","","Adelaar 1982"
"Heggarty-2005-150-104","Pastaza","small","uchilla","","Landerman 1973"
"Heggarty-2005-150-104","Pocona","small","huč'uy","","Heggarty 2005"
"Heggarty-2005-150-104","Puki","small","sik'a","","Heggarty 2005"
"Heggarty-2005-150-104","Puno","small","huč'uy","","Heggarty 2005"
"Heggarty-2005-150-104","Putumayo","small","uchulla","","Tandioy et al. 1978"
"Heggarty-2005-150-104","Raimondi","small","taksha",,"Parker and Chávez 1976"
"Heggarty-2005-150-104","SanPedro","small","taksa","","Shimelman 2017"
"Heggarty-2005-150-104","SanPedro","small","uchuk","","Shimelman 2017"
"Heggarty-2005-150-104","SanPedro","small","uchuklla","","Shimelman 2017"
"Heggarty-2005-150-104","Santiagueno","small","utula","","Juanatey (fieldwork)"
"Heggarty-2005-150-104","SantoTomas","small","vchu","","Santo Tomás 1996"
"Heggarty-2005-150-104","Serena","small","iči.λa","","Heggarty 2005"
"Heggarty-2005-150-104","Sullkatiti","small","hisk'a","","Heggarty 2005"
"Heggarty-2005-150-104","Taquile","small","huč'uy","","Heggarty 2005"
"Heggarty-2005-150-104","Tarma","small","ičikla, takša","taksa for person, icikla for things","Adelaar 1977"
"Heggarty-2005-150-104","Troje","small","uči.ža","","Heggarty 2005"
"Heggarty-2005-150-104","Tsimu","small","ú:tšu-uaí:ka","","Cerrón-Palomino 2016"
